P1	P2	P3	Dstatistic	Z-score	p-value	f4-ratio	BBAA	ABBA	BABA
geraniifolium	viridescens	andersonii	0.300967	6.18782	6.10006e-10	0.0659748	136.005	92.6438	49.7792
geraniifolium	xantholeucum	andersonii	0.192402	4.56464	5.00359e-06	0.061846	121.008	127.666	86.4666
geyeri	glaucescens	andersonii	0.0465641	0.993024	0.320698	0.0076409	232.461	62.8424	57.2504
glaucum-1_2	geyeri	andersonii	0.0698459	1.3391	0.180538	0.0113653	182.635	59.567	51.7892
glaucum-3_4	geyeri	andersonii	0.113755	2.39307	0.0167081	0.0162327	213.19	59.7817	47.5699
gypsophilum	geyeri	andersonii	0.431896	10.9318	2.3e-16	0.128895	151.339	168.284	66.7665
hesperium	geyeri	andersonii	0.311385	6.99524	2.64814e-12	0.0738683	157.059	111.439	58.5174
geyeri	lineapetalum	andersonii	0.215384	5.20873	1.90141e-07	0.0701916	131.941	138.716	89.5508
geyeri	multiplex	andersonii	0.11001	2.90841	0.00363275	0.0276739	155.448	106.804	85.6334
novomexicanum	geyeri	andersonii	0.0612551	1.20669	0.227552	0.00930669	185.832	57.8108	51.1372
geyeri	andersonii	nudicaule	0.0684753	1.52256	0.127869	0.015288	255.446	83.8976	73.1441
geyeri	nuttallianum-14	andersonii	0.213767	5.21319	1.85618e-07	0.0707178	120.212	134.507	87.1289
geyeri	nuttallianum-7_9	andersonii	0.316497	8.96267	2.3e-16	0.125665	109.197	186.376	96.7635
occidentale	geyeri	andersonii	0.0494003	1.03939	0.298625	0.00784865	234.551	59.3028	53.7195
parryi	geyeri	andersonii	0.283023	6.12096	9.30162e-10	0.0719439	149.476	112.191	62.6944
geyeri	andersonii	patens	0.191314	3.99816	6.38371e-05	0.0432155	413.845	72.6215	49.2969
ramosum-1_5	geyeri	andersonii	0.0713741	1.48373	0.13788	0.0100173	203.708	55.2216	47.8639
ramosum-3	geyeri	andersonii	0.00503721	0.094414	0.92478	0.000723317	200.549	50.0538	49.5521
ramosum-4_10	geyeri	andersonii	0.114575	2.36147	0.0182026	0.0160937	205.663	59.0784	46.9322
sapellonis	geyeri	andersonii	0.0680987	1.38191	0.166999	0.00988877	196.991	57.0608	49.7847
andersonii	scaposum	geyeri	0.169449	4.15817	3.2081e-05	0.0515496	205.605	122.507	87.0056
scopulorum	geyeri	andersonii	0.041612	0.858936	0.390376	0.00667025	191.408	58.559	53.8802
stachydeum	geyeri	andersonii	0.134545	2.74243	0.00609861	0.0299056	136.051	86.1693	65.7318
geyeri	andersonii	trolliifolium	0.0869452	2.04297	0.0410555	0.0219071	177.002	108.455	91.1042
geyeri	viridescens	andersonii	0.178709	3.78548	0.000153412	0.0433417	146.912	95.5231	66.5579
geyeri	xantholeucum	andersonii	0.154621	3.78063	0.000156432	0.0482364	134.11	126.013	92.263
glaucum-1_2	glaucescens	andersonii	0.103371	1.97456	0.048318	0.0165109	191.011	60.1798	48.9038
glaucum-3_4	glaucescens	andersonii	0.135517	2.86848	0.00412445	0.0214214	232.413	67.8696	51.6699
gypsophilum	glaucescens	andersonii	0.44042	11.423	2.3e-16	0.133813	149.595	171.804	66.7431
hesperium	glaucescens	andersonii	0.326255	7.44445	9.73527e-14	0.0810363	146.342	116.243	59.0521
glaucescens	lineapetalum	andersonii	0.184513	4.59548	4.3176e-06	0.0627882	127.703	140.597	96.7951
glaucescens	multiplex	andersonii	0.0917627	2.45477	0.0140974	0.0241817	156.699	109.204	90.8469
novomexicanum	glaucescens	andersonii	0.0964989	1.87966	0.0601541	0.0158918	177.595	64.2413	52.934
andersonii	glaucescens	nudicaule	0.00106558	0.0237096	0.981084	0.000244693	245.878	79.1037	78.9353
glaucescens	nuttallianum-14	andersonii	0.223531	5.64298	1.6713e-08	0.0774517	110.159	139.549	88.5599
glaucescens	nuttallianum-7_9	andersonii	0.2915	8.29218	2.3e-16	0.117797	110.954	183.102	100.447
occidentale	glaucescens	andersonii	0.0396406	0.849859	0.395403	0.00542732	400.297	51.8158	47.8644
parryi	glaucescens	andersonii	0.295502	6.65308	2.87016e-11	0.0768985	146.383	115.287	62.6936
glaucescens	andersonii	patens	0.0875438	1.82967	0.0672997	0.0205411	429.28	67.862	56.9366
ramosum-1_5	glaucescens	andersonii	0.0842035	1.75885	0.0786034	0.0141259	194.934	66.2018	55.9188
ramosum-3	glaucescens	andersonii	0.0384442	0.729196	0.465882	0.00653726	185.667	61.0577	56.5369
ramosum-4_10	glaucescens	andersonii	0.133376	2.82094	0.00478828	0.0209276	188.741	65.6823	50.2233
sapellonis	glaucescens	andersonii	0.0952837	1.93703	0.0527413	0.0156872	190.94	65.9664	54.4889
andersonii	scaposum	glaucescens	0.130729	3.26607	0.00109053	0.0439409	205.115	118.644	91.2101
scopulorum	glaucescens	andersonii	0.0538287	1.09825	0.272096	0.00983667	171.991	65.819	59.0951
stachydeum	glaucescens	andersonii	0.111602	2.3055	0.0211388	0.025807	143.712	87.7934	70.1649
glaucescens	andersonii	trolliifolium	0.152216	3.62002	0.000294578	0.037179	188.482	113.905	83.8099
glaucescens	viridescens	andersonii	0.180796	3.94153	8.09649e-05	0.0430363	145.599	93.7086	65.0124
glaucescens	xantholeucum	andersonii	0.152349	3.83289	0.000126648	0.0513085	124.565	133.878	98.4785
glaucum-1_2	glaucum-3_4	andersonii	0.00613927	0.107951	0.914035	0.000709904	263.652	40.8292	40.3309
gypsophilum	glaucum-1_2	andersonii	0.412503	9.98171	2.3e-16	0.113173	152.769	141.526	58.8643
hesperium	glaucum-1_2	andersonii	0.273114	5.44114	5.29407e-08	0.0562766	152.719	87.2853	49.8356
glaucum-1_2	lineapetalum	andersonii	0.290017	6.74894	1.48933e-11	0.0878194	131.146	130.419	71.7784
glaucum-1_2	multiplex	andersonii	0.175683	4.44444	8.81226e-06	0.0413835	152.203	98.2364	68.8774
glaucum-1_2	novomexicanum	andersonii	0.0450953	0.76276	0.445607	0.00592193	181.381	45.9884	42.0197
andersonii	glaucum-1_2	nudicaule	0.00561158	0.117223	0.906683	0.00132457	222.323	76.3791	75.5266
glaucum-1_2	nuttallianum-14	andersonii	0.261469	6.15908	7.31688e-10	0.0828959	110.091	124.006	72.5995
glaucum-1_2	nuttallianum-7_9	andersonii	0.31345	8.70613	2.3e-16	0.121636	97.1463	169.7	88.7036
glaucum-1_2	occidentale	andersonii	0.0541441	1.03976	0.298451	0.00836858	188.647	55.1122	49.4507
parryi	glaucum-1_2	andersonii	0.283024	5.59932	2.15193e-08	0.0692348	144.337	101.786	56.8799
glaucum-1_2	andersonii	patens	0.124508	2.46877	0.0135578	0.0287971	384.363	67.1493	52.2795
glaucum-1_2	ramosum-1_5	andersonii	0.00882911	0.161873	0.871406	0.00127268	195.843	49.8903	49.0171
glaucum-1_2	ramosum-3	andersonii	0.118669	1.93967	0.0524203	0.0174343	185.206	54.6212	43.0327
ramosum-4_10	glaucum-1_2	andersonii	0.00776414	0.140354	0.888381	0.00106547	191.043	47.705	46.9699
sapellonis	glaucum-1_2	andersonii	0.00331096	0.0584318	0.953405	0.000437558	194.12	45.2436	44.945
andersonii	scaposum	glaucum-1_2	0.264209	6.21957	4.98514e-10	0.0657215	188.867	118.015	68.6866
glaucum-1_2	scopulorum	andersonii	0.0668811	1.17701	0.23919	0.00958541	176.632	49.4758	43.2727
stachydeum	glaucum-1_2	andersonii	0.0691138	1.21786	0.223277	0.0137698	142.341	68.1464	59.3356
glaucum-1_2	andersonii	trolliifolium	0.090333	2.01543	0.0438595	0.0232018	161.212	102.712	85.6924
glaucum-1_2	viridescens	andersonii	0.325373	6.44324	1.16949e-10	0.068484	139.798	90.0567	45.8397
glaucum-1_2	xantholeucum	andersonii	0.179626	4.15173	3.29974e-05	0.0537108	118.058	115.056	80.016
gypsophilum	glaucum-3_4	andersonii	0.37758	9.60602	2.3e-16	0.105142	157.496	152.886	69.0773
hesperium	glaucum-3_4	andersonii	0.249274	5.47398	4.40049e-08	0.0537117	161.265	97.3138	58.4787
glaucum-3_4	lineapetalum	andersonii	0.263442	6.39552	1.60007e-10	0.0814985	125.845	142.582	83.1224
glaucum-3_4	multiplex	andersonii	0.180534	4.71014	2.47542e-06	0.0420342	152.825	108.671	75.4337
glaucum-3_4	novomexicanum	andersonii	0.0165171	0.314868	0.752862	0.00215273	191.485	48.7752	47.1901
glaucum-3_4	andersonii	nudicaule	0.0281566	0.621216	0.534457	0.00637166	240.619	82.3188	77.8101
glaucum-3_4	nuttallianum-14	andersonii	0.303152	7.3705	1.69991e-13	0.0958207	107.542	141.558	75.6966
glaucum-3_4	nuttallianum-7_9	andersonii	0.344074	9.75985	2.3e-16	0.132195	102.493	186.396	90.9636
glaucum-3_4	occidentale	andersonii	0.136736	2.83974	0.00451504	0.0196548	261.617	60.4377	45.8978
parryi	glaucum-3_4	andersonii	0.211147	4.52195	6.12712e-06	0.0497915	152.566	99.569	64.852
glaucum-3_4	andersonii	patens	0.165511	3.45276	0.000554883	0.0385977	404.44	74.3615	53.2418
glaucum-3_4	ramosum-1_5	andersonii	0.0406798	0.806022	0.42023	0.00560093	198.582	54.0957	49.8665
glaucum-3_4	ramosum-3	andersonii	0.124345	2.28481	0.022324	0.017495	194.28	56.8273	44.2578
ramosum-4_10	glaucum-3_4	andersonii	0.0171333	0.344505	0.730467	0.00210307	200.262	47.2763	45.6836
glaucum-3_4	sapellonis	andersonii	0.0144126	0.282206	0.777786	0.00184243	203.694	48.3887	47.0137
andersonii	scaposum	glaucum-3_4	0.248271	6.23184	4.60976e-10	0.0881261	207.805	121.581	73.2179
glaucum-3_4	scopulorum	andersonii	0.0395064	0.786846	0.431372	0.00530612	180.477	49.0844	45.3535
stachydeum	glaucum-3_4	andersonii	0.0438118	0.87889	0.379461	0.00888097	146.971	73.1706	67.0282
glaucum-3_4	andersonii	trolliifolium	0.110318	2.59366	0.00949608	0.0274829	172.617	110.895	88.8585
glaucum-3_4	viridescens	andersonii	0.281804	5.95278	2.63622e-09	0.0607462	142.673	96.2305	53.918
glaucum-3_4	xantholeucum	andersonii	0.218183	5.3659	8.05466e-08	0.0674712	123.943	135.749	87.1221
gypsophilum	hesperium	andersonii	0.147517	3.57472	0.000350603	0.0385712	263.656	106.095	78.8177
gypsophilum	lineapetalum	andersonii	0.474021	13.4384	2.3e-16	0.192724	132.773	235.251	83.9453
gypsophilum	multiplex	andersonii	0.441071	13.1811	2.3e-16	0.163673	143.644	225.069	87.2944
gypsophilum	novomexicanum	andersonii	0.391761	9.71615	2.3e-16	0.109248	149.948	148.308	64.8147
gypsophilum	andersonii	nudicaule	0.131836	3.35528	0.00079285	0.0449577	208.814	138.429	106.181
gypsophilum	nuttallianum-14	andersonii	0.462486	12.9958	2.3e-16	0.194196	116.984	224.353	82.4575
gypsophilum	nuttallianum-7_9	andersonii	0.512732	16.6326	2.3e-16	0.244373	103.898	283.908	91.4499
gypsophilum	occidentale	andersonii	0.44171	11.3453	2.3e-16	0.13504	153.423	171.05	66.2377
gypsophilum	parryi	andersonii	0.207616	4.92325	8.51191e-07	0.0470887	417.205	97.1753	63.7622
gypsophilum	andersonii	patens	0.174614	4.4137	1.0162e-05	0.0614788	369.437	112.576	79.1059
gypsophilum	ramosum-1_5	andersonii	0.418655	10.6119	2.3e-16	0.118125	157.099	156.196	64.0069
gypsophilum	ramosum-3	andersonii	0.454947	11.2166	2.3e-16	0.128085	150.844	155.161	58.1267
gypsophilum	ramosum-4_10	andersonii	0.388397	10.0698	2.3e-16	0.111671	163.892	157.217	69.2556
gypsophilum	sapellonis	andersonii	0.386727	9.87282	2.3e-16	0.105492	157.565	146.249	64.678
andersonii	scaposum	gypsophilum	0.263491	6.98847	2.77903e-12	0.0385064	299.676	128.555	74.9365
gypsophilum	scopulorum	andersonii	0.379544	9.27053	2.3e-16	0.103895	155.585	138.486	62.2847
gypsophilum	stachydeum	andersonii	0.315576	7.5239	5.31665e-14	0.0995295	126.934	149.505	77.7795
gypsophilum	andersonii	trolliifolium	0.303417	8.07362	6.82397e-16	0.100041	166.081	180.897	96.6765
gypsophilum	viridescens	andersonii	0.472256	12.0102	2.3e-16	0.159664	132.617	180.647	64.7546
gypsophilum	xantholeucum	andersonii	0.425263	11.9327	2.3e-16	0.170241	125.957	215.444	86.8776
hesperium	lineapetalum	andersonii	0.375522	9.37438	2.3e-16	0.134107	124.167	168.134	76.3316
hesperium	multiplex	andersonii	0.312828	8.29673	2.3e-16	0.0922985	146.885	145.563	76.1917
hesperium	novomexicanum	andersonii	0.314152	6.54659	5.88657e-11	0.0668525	151.499	98.1484	51.2231
andersonii	hesperium	nudicaule	0.0330128	0.774947	0.438371	0.0112279	186.462	109.384	102.392
hesperium	nuttallianum-14	andersonii	0.383322	9.89959	2.3e-16	0.141643	108.861	166.661	74.2969
hesperium	nuttallianum-7_9	andersonii	0.43785	13.0675	2.3e-16	0.189116	98.9711	216.004	84.4502
hesperium	occidentale	andersonii	0.314912	7.09953	1.25179e-12	0.0766359	151.351	109.672	57.1405
hesperium	parryi	andersonii	0.0124951	0.2677	0.78893	0.00287485	262.54	75.5448	73.6803
hesperium	andersonii	patens	0.0465801	1.01123	0.311907	0.0143417	326.247	78.6979	71.6927
hesperium	ramosum-1_5	andersonii	0.294862	6.43551	1.23058e-10	0.0643741	158.986	100.252	54.5938
hesperium	ramosum-3	andersonii	0.337607	6.82612	8.72434e-12	0.0719261	149.693	96.0035	47.5417
hesperium	ramosum-4_10	andersonii	0.257795	5.55405	2.79118e-08	0.0542827	163.701	94.2123	55.5932
hesperium	sapellonis	andersonii	0.286469	6.14647	7.92278e-10	0.0605833	155.966	96.5634	53.5582
andersonii	scaposum	hesperium	0.343211	8.655	2.3e-16	0.0445959	231.378	126.773	61.9878
hesperium	scopulorum	andersonii	0.270196	5.69928	1.20317e-08	0.0600722	153.017	94.6406	54.3767
hesperium	stachydeum	andersonii	0.181109	3.67836	0.000234738	0.0445609	133.178	93.3848	64.7459
hesperium	andersonii	trolliifolium	0.175042	4.16872	3.06317e-05	0.0546533	156.674	138.483	97.2245
hesperium	viridescens	andersonii	0.418692	9.61256	2.3e-16	0.11929	134.115	135.2	55.3981
hesperium	xantholeucum	andersonii	0.325884	8.19495	2.50668e-16	0.117126	116.082	165.752	84.273
multiplex	lineapetalum	andersonii	0.136709	3.8225	0.000132103	0.041145	249.425	125.636	95.4166
novomexicanum	lineapetalum	andersonii	0.240626	5.62898	1.81282e-08	0.0742974	120.911	132.722	81.2378
lineapetalum	andersonii	nudicaule	0.0178622	0.424308	0.671341	0.00419476	293.272	80.678	77.8464
nuttallianum-14	lineapetalum	andersonii	0.00604157	0.151375	0.87968	0.00184961	299.196	94.5347	93.3993
lineapetalum	nuttallianum-7_9	andersonii	0.127705	3.78367	0.000154531	0.0484306	214.208	140.897	108.986
occidentale	lineapetalum	andersonii	0.209985	5.13911	2.76037e-07	0.0695957	131.214	138.619	90.5059
parryi	lineapetalum	andersonii	0.341813	8.44893	2.3e-16	0.128341	129.072	166.251	81.5495
lineapetalum	andersonii	patens	0.052089	1.16591	0.24365	0.0126031	454.854	65.9062	59.3802
ramosum-1_5	lineapetalum	andersonii	0.226824	5.53866	3.04797e-08	0.0706183	129.062	134.602	84.8299
ramosum-3	lineapetalum	andersonii	0.208787	4.79448	1.63096e-06	0.066281	122.141	129.511	84.7717
ramosum-4_10	lineapetalum	andersonii	0.298957	7.33616	2.19813e-13	0.0930842	121.692	145.411	78.4778
sapellonis	lineapetalum	andersonii	0.235843	5.65187	1.58714e-08	0.0722004	130.216	133.127	82.3164
scaposum	andersonii	lineapetalum	0.0830411	2.18018	0.0292445	0.0227619	199.082	139.004	117.688
scopulorum	lineapetalum	andersonii	0.250849	6.03402	1.59934e-09	0.0836965	118.288	138.842	83.1541
stachydeum	lineapetalum	andersonii	0.277023	6.54161	6.08606e-11	0.0937575	109.47	141.688	80.2153
andersonii	lineapetalum	trolliifolium	0.117922	3.11824	0.00181934	0.0335732	227.524	123.745	97.6389
viridescens	lineapetalum	andersonii	0.0842159	2.01153	0.0442696	0.0253587	181.082	103.709	87.5981
xantholeucum	lineapetalum	andersonii	0.0800871	2.10977	0.034878	0.0208463	412.799	93.0352	79.2383
novomexicanum	multiplex	andersonii	0.124599	3.18917	0.00142683	0.0299708	142.358	100.318	78.0888
multiplex	andersonii	nudicaule	0.0258342	0.658419	0.510269	0.00642401	296.611	94.2196	89.4741
multiplex	nuttallianum-14	andersonii	0.143017	3.95958	7.50819e-05	0.0468458	185.959	128.946	96.6779
multiplex	nuttallianum-7_9	andersonii	0.2416	7.76888	7.91804e-15	0.0949732	163.048	182.361	111.391
occidentale	multiplex	andersonii	0.105585	2.83165	0.00463079	0.0277868	158.03	107.403	86.8889
parryi	multiplex	andersonii	0.27662	7.47487	7.72787e-14	0.0909671	138.982	152.119	86.1961
multiplex	andersonii	patens	0.0696985	1.66666	0.0955823	0.0171365	480.586	72.789	63.3036
ramosum-1_5	multiplex	andersonii	0.118885	3.03451	0.00240925	0.027972	153.13	101.095	79.6115
ramosum-3	multiplex	andersonii	0.0670887	1.66087	0.0967392	0.0167654	142.981	96.1111	84.0259
ramosum-4_10	multiplex	andersonii	0.203012	5.31596	1.06097e-07	0.0471547	151.925	108.289	71.7405
sapellonis	multiplex	andersonii	0.133564	3.45649	0.000547257	0.0312319	150.89	100.669	76.9456
andersonii	scaposum	multiplex	0.0915504	2.65772	0.00786718	0.0298141	230.965	137.116	114.116
scopulorum	multiplex	andersonii	0.143799	3.65783	0.000254357	0.0360439	136.774	102.763	76.9243
stachydeum	multiplex	andersonii	0.172336	4.32291	1.53985e-05	0.0498613	127.521	120.166	84.8367
andersonii	multiplex	trolliifolium	0.00463427	0.124966	0.900551	0.00129429	215.382	115.302	114.238
multiplex	viridescens	andersonii	0.116066	2.97216	0.00295712	0.0233895	426.024	78.0747	61.8359
multiplex	xantholeucum	andersonii	0.0456705	1.29985	0.193652	0.0142895	202.713	119.164	108.755
novomexicanum	andersonii	nudicaule	0.0336	0.720584	0.471166	0.00737524	235.967	76.878	71.8798
novomexicanum	nuttallianum-14	andersonii	0.274166	6.52952	6.59805e-11	0.0900078	101.116	136.288	77.6372
novomexicanum	nuttallianum-7_9	andersonii	0.323051	8.96365	2.3e-16	0.128319	91.2884	182.967	93.6165
novomexicanum	occidentale	andersonii	0.0566373	1.11075	0.266675	0.00892734	186.552	57.831	51.6314
parryi	novomexicanum	andersonii	0.272877	5.53201	3.16585e-08	0.0650412	149.712	102.594	58.6063
novomexicanum	andersonii	patens	0.124696	2.51468	0.0119141	0.0280395	385.119	66.1194	51.4579
novomexicanum	ramosum-1_5	andersonii	0.0244071	0.450879	0.652077	0.00263977	268.143	39.9679	38.0634
novomexicanum	ramosum-3	andersonii	0.0760442	1.25249	0.210393	0.00768614	324.957	38.1393	32.7487
ramosum-4_10	novomexicanum	andersonii	0.0887144	1.65734	0.0974507	0.0104713	236.361	47.4458	39.7135
sapellonis	novomexicanum	andersonii	0.000820759	0.014541	0.988398	6.10691e-05	411.035	27.5208	27.4757
andersonii	scaposum	novomexicanum	0.240547	5.74432	9.22907e-09	0.0738657	198.282	118.083	72.2893
novomexicanum	scopulorum	andersonii	0.0343134	0.616998	0.537236	0.00391397	243.931	40.6356	37.9395
stachydeum	novomexicanum	andersonii	0.0915356	1.66273	0.096367	0.0179151	138.341	71.3516	59.3845
novomexicanum	andersonii	trolliifolium	0.09245	2.10188	0.0355638	0.0235732	173.237	105.827	87.9154
novomexicanum	viridescens	andersonii	0.198988	4.0381	5.38869e-05	0.0451357	135.749	89.9628	60.1017
novomexicanum	xantholeucum	andersonii	0.182814	4.37956	1.18917e-05	0.0577475	116.334	127.429	88.0388
nuttallianum-14	andersonii	nudicaule	0.0823826	1.93853	0.0525587	0.0185349	278.753	81.5339	69.1224
nuttallianum-7_9	andersonii	nudicaule	0.0274287	0.704986	0.480819	0.00608391	340.713	82.5901	78.1803
andersonii	occidentale	nudicaule	0.00872726	0.192015	0.84773	0.00202102	248.254	79.3634	77.9901
parryi	andersonii	nudicaule	0.010758	0.249494	0.802978	0.00345731	202.22	102.029	99.8568
andersonii	nudicaule	patens	0.367563	10.1582	2.3e-16	0.153257	263.033	148.622	68.7309
ramosum-1_5	andersonii	nudicaule	0.0612031	1.32652	0.184669	0.0140334	243.276	83.7452	74.0855
andersonii	ramosum-3	nudicaule	0.000678071	0.0141168	0.988737	0.000150843	237.984	73.02	72.921
andersonii	ramosum-4_10	nudicaule	0.0401363	0.866952	0.385968	0.00955872	241.962	87.7558	80.9832
sapellonis	andersonii	nudicaule	0.0213698	0.46044	0.6452	0.00483898	235.606	80.0317	76.6827
andersonii	scaposum	nudicaule	0.00111174	0.0262052	0.979094	0.000231186	376.025	73.4779	73.3147
andersonii	scopulorum	nudicaule	0.0283558	0.614712	0.538745	0.00658771	225.48	78.6081	74.273
andersonii	stachydeum	nudicaule	0.0133545	0.283874	0.776507	0.00334512	213.222	81.0851	78.9479
andersonii	trolliifolium	nudicaule	0.140747	3.66918	0.000243327	0.0473649	182.529	131.346	98.9349
andersonii	viridescens	nudicaule	0.0351998	0.758282	0.448282	0.00794979	252.145	76.2546	71.0689
xantholeucum	andersonii	nudicaule	0.0817638	1.91816	0.0550912	0.0195443	276.503	89.8331	76.2533
nuttallianum-14	nuttallianum-7_9	andersonii	0.154572	4.63684	3.53771e-06	0.0534348	245.511	126.151	92.3735
occidentale	nuttallianum-14	andersonii	0.233343	5.7407	9.4286e-09	0.0792399	109.476	134.075	83.3419
parryi	nuttallianum-14	andersonii	0.386937	9.80793	2.3e-16	0.148786	108.4	171.902	75.9852
nuttallianum-14	andersonii	patens	0.0577185	1.23963	0.215111	0.013405	426.719	61.2917	54.6024
ramosum-1_5	nuttallianum-14	andersonii	0.283396	6.91839	4.56796e-12	0.0893946	112.312	134.754	75.2422
ramosum-3	nuttallianum-14	andersonii	0.255399	5.95783	2.55612e-09	0.0846222	101.997	132.512	78.5955
ramosum-4_10	nuttallianum-14	andersonii	0.306493	7.49709	6.52519e-14	0.096103	109.541	140.15	74.3939
sapellonis	nuttallianum-14	andersonii	0.268196	6.45315	1.09552e-10	0.0850225	118.392	134.503	77.6141
scaposum	andersonii	nuttallianum-14	0.106362	2.77038	0.00559916	0.0320098	198.988	133.111	107.517
scopulorum	nuttallianum-14	andersonii	0.276301	6.8044	1.01469e-11	0.0891557	109.275	132.659	75.2214
stachydeum	nuttallianum-14	andersonii	0.287624	6.85493	7.13488e-12	0.0995231	91.5816	138.764	76.7708
andersonii	nuttallianum-14	trolliifolium	0.104226	2.6308	0.00851831	0.0281431	217.283	112.521	91.2795
viridescens	nuttallianum-14	andersonii	0.102838	2.41441	0.0157607	0.0325267	167.552	101.655	82.6965
xantholeucum	nuttallianum-14	andersonii	0.036067	0.96988	0.332107	0.00967979	353.217	89.3702	83.148
occidentale	nuttallianum-7_9	andersonii	0.296175	8.38891	2.3e-16	0.120463	108.111	181.985	98.818
